id,location_id,sales_id,features_id,assessorID,legalDescription,ownerOccupied,yearBuilt,zoning,propertyType,taxAssessment,propertyTaxes,subdivision
"6835-Twin-Lake-Dr,-San-Antonio,-TX-78244",71,39,62,05076-107-0360,CB 5076A BLK 7 LOT 36,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 112100, 'land': 18480, 'improvements': 93620}, '2019': {'value': 120070, 'land': 23100, 'improvements': 96970}, '2020': {'value': 126290, 'land': 23100, 'improvements': 103190}, '2021': {'value': 146120, 'land': 43890, 'improvements': 102230}, '2022': {'value': 175100, 'land': 48320, 'improvements': 126780}, '2023': {'value': 199840, 'land': 57940, 'improvements': 141900}}","{'2019': {'total': 2659}, '2021': {'total': 3102}, '2022': {'total': 3627}, '2023': {'total': 3544}}",CONV A/S CODE
"6834-Indian-Lake-Dr,-San-Antonio,-TX-78244",72,40,63,05076-107-0330,CB 5076A BLK 7 LOT 33,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 104000, 'land': 18480, 'improvements': 85520}, '2019': {'value': 119000, 'land': 23100, 'improvements': 95900}, '2020': {'value': 122000, 'land': 23100, 'improvements': 98900}, '2022': {'value': 175000, 'land': 48320, 'improvements': 126680}, '2023': {'value': 186600, 'land': 57940, 'improvements': 128660}}","{'2019': {'total': 2635}, '2021': {'total': 3015}, '2022': {'total': 3625}, '2023': {'total': 3517}}",CONV A/S CODE
"6830-Indian-Lake-Dr,-San-Antonio,-TX-78244",73,41,64,05076-107-0320,CB 5076A BLK 7 LOT 32,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 128700, 'land': 18480, 'improvements': 115430}, '2019': {'value': 141570, 'land': 23100, 'improvements': 119950}, '2020': {'value': 150730, 'land': 23100, 'improvements': 127630}, '2021': {'value': 165803, 'land': 43890, 'improvements': 126830}, '2022': {'value': 207720, 'land': 48320, 'improvements': 159400}, '2023': {'value': 237070, 'land': 57940, 'improvements': 179130}}","{'2019': {'total': 1623}, '2021': {'total': 1719}, '2022': {'total': 1728}, '2023': {'total': 928}}",CONV A/S CODE
"6838-Indian-Lake-Dr,-San-Antonio,-TX-78244",74,42,65,05076-107-0340,CB 5076A BLK 7 LOT 34,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 129019, 'land': 18320, 'improvements': 115960}, '2019': {'value': 141921, 'land': 22890, 'improvements': 120060}, '2020': {'value': 150640, 'land': 22890, 'improvements': 127750}, '2021': {'value': 165704, 'land': 43390, 'improvements': 126500}, '2022': {'value': 203180, 'land': 47700, 'improvements': 155480}, '2023': {'value': 231070, 'land': 57140, 'improvements': 173930}}","{'2019': {'total': 2799}, '2021': {'total': 3197}, '2022': {'total': 3163}, '2023': {'total': 2564}}",CONV A/S CODE
"6831-Twin-Lake-Dr,-San-Antonio,-TX-78244",75,43,66,05076-107-0370,CB 5076A BLK 7 LOT 37,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 118360, 'land': 18480, 'improvements': 99880}, '2019': {'value': 126470, 'land': 23100, 'improvements': 103370}, '2020': {'value': 133090, 'land': 23100, 'improvements': 109990}, '2021': {'value': 152740, 'land': 43890, 'improvements': 108850}, '2022': {'value': 183710, 'land': 48320, 'improvements': 135390}, '2023': {'value': 209310, 'land': 57940, 'improvements': 151370}}","{'2019': {'total': 2800}, '2021': {'total': 3242}, '2022': {'total': 3804}, '2023': {'total': 3944}}",CONV A/S CODE
"6903-Indian-Lake-Dr,-San-Antonio,-TX-78244",76,44,67,05076-103-0760,CB 5076A BLK 3 LOT 76,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 125000, 'land': 18620, 'improvements': 106380}, '2019': {'value': 137500, 'land': 23270, 'improvements': 114730}, '2020': {'value': 151250, 'land': 23270, 'improvements': 128730}, '2021': {'value': 166375, 'land': 44440, 'improvements': 125560}, '2022': {'value': 193000, 'land': 48910, 'improvements': 144090}, '2023': {'value': 210000, 'land': 58600, 'improvements': 151400}}","{'2019': {'total': 1606}, '2021': {'total': 1720}, '2022': {'total': 1729}, '2023': {'total': 899}}",CONV A/S CODE
"6910-Moon-Lake-Dr,-San-Antonio,-TX-78244",77,45,68,05076-103-0740,CB 5076A BLK 3 LOT 74,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 132520, 'land': 18400, 'improvements': 114120}, '2019': {'value': 140930, 'land': 23000, 'improvements': 117930}, '2020': {'value': 148500, 'land': 23000, 'improvements': 125500}, '2021': {'value': 167670, 'land': 43640, 'improvements': 124030}, '2022': {'value': 204190, 'land': 48020, 'improvements': 156170}, '2023': {'value': 231900, 'land': 57590, 'improvements': 174310}}","{'2019': {'total': 3118}, '2021': {'total': 3558}, '2022': {'total': 4227}, '2023': {'total': 4368}}",CONV A/S CODE
"6838-Twin-Lake-Dr,-San-Antonio,-TX-78244",78,0,69,05076-108-0360,CB 5076A BLK 8 LOT 36,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 98725, 'land': 18140, 'improvements': 83900}, '2019': {'value': 108598, 'land': 22670, 'improvements': 86780}, '2020': {'value': 115020, 'land': 22670, 'improvements': 92350}, '2022': {'value': 159520, 'land': 47050, 'improvements': 112470}, '2023': {'value': 182090, 'land': 56390, 'improvements': 125700}}","{'2019': {'total': 1123}, '2021': {'total': 1194}, '2022': {'total': 1188}, '2023': {'total': 664}}",CONV A/S CODE
"6911-Twin-Lake-Dr,-San-Antonio,-TX-78244",79,46,70,05076-105-0150,CB 5076A BLK 5 LOT 15,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 114820, 'land': 18550, 'improvements': 96270}, '2019': {'value': 122780, 'land': 23190, 'improvements': 99590}, '2020': {'value': 129160, 'land': 23190, 'improvements': 105970}, '2021': {'value': 142076, 'land': 44130, 'improvements': 104870}, '2022': {'value': 177770, 'land': 48620, 'improvements': 129150}, '2023': {'value': 202620, 'land': 58270, 'improvements': 144350}}",unknown,CONV A/S CODE
"6839-Indian-Lake-Dr,-San-Antonio,-TX-78244",80,47,71,05076-106-0130,CB 5076A BLK 6 LOT 13,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 125490, 'land': 18400, 'improvements': 113150}, '2019': {'value': 138039, 'land': 23000, 'improvements': 117060}, '2020': {'value': 147570, 'land': 23000, 'improvements': 124570}, '2022': {'value': 198060, 'land': 48020, 'improvements': 150040}, '2023': {'value': 225320, 'land': 57590, 'improvements': 167730}}","{'2019': {'total': 2714}, '2021': {'total': 3126}, '2022': {'total': 3126}, '2023': {'total': 2491}}",CONV A/S CODE
"7018-Atherton,-San-Antonio,-TX-78244",81,48,72,05080-214-0010,CB: 5080B BLK: 14 LOT: 1 WOODLAKE DUPLEX UNIT-1,0.0,1985.0,unknown,Duplex-Triplex,"{'2018': {'value': 144010, 'land': 27680, 'improvements': 116330}, '2019': {'value': 170840, 'land': 27680, 'improvements': 143160}, '2020': {'value': 176640, 'land': 27680, 'improvements': 148960}, '2021': {'value': 203130, 'land': 42460, 'improvements': 160670}, '2022': {'value': 216190, 'land': 46760, 'improvements': 169430}, '2023': {'value': 230750, 'land': 56070, 'improvements': 174680}}","{'2019': {'total': 3787}, '2021': {'total': 4316}, '2022': {'total': 4484}, '2023': {'total': 4356}}",CONV A/S CODE
"7022-Atherton,-San-Antonio,-TX-78244",82,49,73,05080-213-0180,CB: 5080B BLK: 13 LOT: 18 WOODLAKE DUPLEX UNIT-1,0.0,1985.0,unknown,Duplex-Triplex,"{'2018': {'value': 133000, 'land': 28100, 'improvements': 104900}, '2019': {'value': 154000, 'land': 28100, 'improvements': 125900}, '2020': {'value': 160000, 'land': 28100, 'improvements': 131900}, '2021': {'value': 180000, 'land': 43150, 'improvements': 136850}, '2022': {'value': 191500, 'land': 47420, 'improvements': 144080}, '2023': {'value': 218660, 'land': 56830, 'improvements': 161830}}","{'2019': {'total': 3416}, '2021': {'total': 3827}, '2022': {'total': 3974}, '2023': {'total': 3778}}",CONV A/S CODE
"5524-Lochmoor,-San-Antonio,-TX-78244",83,0,74,Uknown,unknown,0.0,0.0,unknown,Single Family,{},unknown,unknown
"6919-Indian-Lake-Dr,-San-Antonio,-TX-78244",84,50,75,05076-103-0800,CB 5076A BLK 3 LOT 80,1.0,1974.0,unknown,Single Family,"{'2018': {'value': 143060, 'land': 17790, 'improvements': 125270}, '2019': {'value': 151800, 'land': 22230, 'improvements': 129570}, '2020': {'value': 160110, 'land': 22230, 'improvements': 137880}, '2021': {'value': 177320, 'land': 40900, 'improvements': 136420}, '2022': {'value': 211090, 'land': 44980, 'improvements': 166110}, '2023': {'value': 239570, 'land': 53940, 'improvements': 185630}}","{'2019': {'total': 3358}, '2021': {'total': 3762}, '2022': {'total': 4370}, '2023': {'total': 4512}}",CONV A/S CODE
"6922-Moon-Lake-Dr,-San-Antonio,-TX-78244",85,0,76,05076-103-0710,CB 5076A BLK 3 LOT 71,1.0,1974.0,unknown,Single Family,"{'2018': {'value': 128535, 'land': 17900, 'improvements': 115930}, '2019': {'value': 141389, 'land': 22360, 'improvements': 119900}, '2020': {'value': 149950, 'land': 22360, 'improvements': 127590}, '2021': {'value': 164945, 'land': 41670, 'improvements': 126210}, '2022': {'value': 200610, 'land': 45910, 'improvements': 154700}, '2023': {'value': 227870, 'land': 55040, 'improvements': 172830}}","{'2019': {'total': 1610}, '2021': {'total': 1703}, '2022': {'total': 1712}, '2023': {'total': 918}}",CONV A/S CODE
"6826-Still-Lk,-San-Antonio,-TX-78244",86,47,77,05080-507-0100,CB 5080E BLK 7 LOT 10 WOODLAKE PARK UT-2,1.0,1987.0,unknown,Single Family,"{'2018': {'value': 143700, 'land': 17200, 'improvements': 126500}, '2019': {'value': 152440, 'land': 21510, 'improvements': 130930}, '2020': {'value': 160830, 'land': 21510, 'improvements': 139320}, '2021': {'value': 175490, 'land': 37570, 'improvements': 137920}, '2022': {'value': 209540, 'land': 41300, 'improvements': 168240}, '2023': {'value': 237660, 'land': 49530, 'improvements': 188130}}","{'2019': {'total': 3372}, '2021': {'total': 3723}, '2022': {'total': 4338}, '2023': {'total': 4476}}",WOODLAKE PARK
"6827-Still-Lk,-San-Antonio,-TX-78244",87,51,78,05080-506-0160,CB 5080E BLK 6 LOT 16 WOODLAKE PARK UT-2,0.0,1987.0,unknown,Single Family,"{'2018': {'value': 135347, 'land': 17360, 'improvements': 126070}, '2019': {'value': 152090, 'land': 21700, 'improvements': 130390}, '2020': {'value': 160450, 'land': 21700, 'improvements': 138750}, '2021': {'value': 175780, 'land': 38540, 'improvements': 137240}, '2022': {'value': 193480, 'land': 42440, 'improvements': 151040}, '2023': {'value': 219630, 'land': 50890, 'improvements': 168740}}","{'2019': {'total': 3364}, '2021': {'total': 3729}, '2022': {'total': 4006}, '2023': {'total': 4138}}",WOODLAKE PARK
"6823-Still-Lk,-San-Antonio,-TX-78244",88,52,79,05080-506-0170,CB 5080E BLK 6 LOT 17 WOODLAKE PARK UT-2,1.0,1988.0,unknown,Single Family,"{'2018': {'value': 159030, 'land': 17360, 'improvements': 141670}, '2019': {'value': 168000, 'land': 21700, 'improvements': 146300}, '2020': {'value': 177220, 'land': 21700, 'improvements': 155520}, '2022': {'value': 205460, 'land': 42440, 'improvements': 163020}, '2023': {'value': 233040, 'land': 50890, 'improvements': 182150}}","{'2019': {'total': 3715}, '2021': {'total': 4074}, '2022': {'total': 4253}, '2023': {'total': 3041}}",WOODLAKE PARK
"6819-Still-Lk,-San-Antonio,-TX-78244",89,53,80,05080-506-0180,CB 5080E BLK 6 LOT 18 WOODLAKE PARK UT-2,1.0,1986.0,unknown,Single Family,"{'2017': {'value': 116510, 'land': 17360, 'improvements': 99150}, '2018': {'value': 133520, 'land': 17360, 'improvements': 116160}, '2019': {'value': 141960, 'land': 21700, 'improvements': 120260}, '2020': {'value': 149670, 'land': 21700, 'improvements': 127970}, '2021': {'value': 165210, 'land': 38540, 'improvements': 126670}, '2022': {'value': 196040, 'land': 42440, 'improvements': 153600}, '2023': {'value': 222710, 'land': 50890, 'improvements': 171820}}","{'2017': {'total': 2646}, '2018': {'total': 3051}, '2019': {'total': 3128}, '2020': {'total': 3172}, '2021': {'total': 3492}, '2022': {'total': 4059}, '2023': {'total': 4196}}",WOODLAKE PARK
"6822-Still-Lk,-San-Antonio,-TX-78244",90,0,81,05080-507-0110,CB 5080E BLK 7 LOT 11 WOODLAKE PARK UT-2,1.0,1987.0,unknown,Single Family,"{'2018': {'value': 140630, 'land': 17260, 'improvements': 133060}, '2019': {'value': 154693, 'land': 21580, 'improvements': 137780}, '2020': {'value': 168190, 'land': 21580, 'improvements': 146610}, '2022': {'value': 219260, 'land': 41800, 'improvements': 177460}, '2023': {'value': 248650, 'land': 50110, 'improvements': 198540}}",unknown,WOODLAKE PARK
"6902-Trail-Lk,-San-Antonio,-TX-78244",91,54,82,05080-502-0160,CB 5080E BLK 2 LOT 16 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 131177, 'land': 17850, 'improvements': 120110}, '2019': {'value': 144295, 'land': 22310, 'improvements': 124100}, '2020': {'value': 154360, 'land': 22310, 'improvements': 132050}, '2021': {'value': 169796, 'land': 41360, 'improvements': 130520}, '2022': {'value': 202630, 'land': 45520, 'improvements': 157110}, '2023': {'value': 229940, 'land': 54600, 'improvements': 175340}}","{'2019': {'total': 2851}, '2021': {'total': 3283}, '2022': {'total': 3256}, '2023': {'total': 2657}}",WOODLAKE PARK
"6835-Still-Lk,-San-Antonio,-TX-78244",92,55,83,05080-506-0140,CB 5080E BLK 6 LOT 14 WOODLAKE PARK UT-2,1.0,1987.0,unknown,Single Family,"{'2018': {'value': 136909, 'land': 17270, 'improvements': 128400}, '2019': {'value': 150600, 'land': 21590, 'improvements': 132900}, '2020': {'value': 163010, 'land': 21590, 'improvements': 141420}, '2021': {'value': 177930, 'land': 37940, 'improvements': 139990}, '2022': {'value': 212630, 'land': 41730, 'improvements': 170900}, '2023': {'value': 241110, 'land': 50010, 'improvements': 191100}}","{'2019': {'total': 1643}, '2021': {'total': 1751}, '2022': {'total': 1765}, '2023': {'total': 1095}}",WOODLAKE PARK
"6903-Quail-Lk,-San-Antonio,-TX-78244",93,56,84,05080-502-0010,CB 5080E BLK 2 LOT 1 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 145000, 'land': 17860, 'improvements': 127140}, '2019': {'value': 159500, 'land': 22330, 'improvements': 148430}, '2020': {'value': 175450, 'land': 22330, 'improvements': 157950}, '2021': {'value': 192995, 'land': 41480, 'improvements': 156470}, '2022': {'value': 237870, 'land': 45670, 'improvements': 192200}, '2023': {'value': 269870, 'land': 54710, 'improvements': 215160}}","{'2019': {'total': 3186}, '2021': {'total': 3142}, '2022': {'total': 3128}, '2023': {'total': 2018}}",WOODLAKE PARK
"6831-Still-Lk,-San-Antonio,-TX-78244",94,57,85,05080-506-0150,CB 5080E BLK 6 LOT 15 WOODLAKE PARK UT-2,1.0,1987.0,unknown,Single Family,"{'2018': {'value': 120076, 'land': 17280, 'improvements': 107650}, '2019': {'value': 132084, 'land': 21600, 'improvements': 111370}, '2020': {'value': 140110, 'land': 21600, 'improvements': 118510}, '2021': {'value': 154121, 'land': 38350, 'improvements': 117250}, '2022': {'value': 184980, 'land': 42220, 'improvements': 142760}, '2023': {'value': 210230, 'land': 50660, 'improvements': 159570}}","{'2019': {'total': 1131}, '2021': {'total': 1218}, '2022': {'total': 1223}, '2023': {'total': 789}}",WOODLAKE PARK
"6830-Still-Lk,-San-Antonio,-TX-78244",95,58,86,05080-507-0090,CB 5080E BLK 7 LOT 9 WOODLAKE PARK UT-2,1.0,1986.0,unknown,Single Family,"{'2018': {'value': 125697, 'land': 18510, 'improvements': 112190}, '2019': {'value': 138267, 'land': 23130, 'improvements': 116100}, '2020': {'value': 146660, 'land': 23130, 'improvements': 123530}, '2022': {'value': 196340, 'land': 48450, 'improvements': 147890}, '2023': {'value': 209000, 'land': 58040, 'improvements': 150960}}","{'2019': {'total': 2719}, '2021': {'total': 3104}, '2022': {'total': 3067}, '2023': {'total': 2481}}",WOODLAKE PARK
"6906-Trail-Lk,-San-Antonio,-TX-78244",96,0,87,05080-502-0150,CB 5080E BLK 2 LOT 15 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 135122, 'land': 17260, 'improvements': 126530}, '2019': {'value': 148634, 'land': 21570, 'improvements': 130900}, '2020': {'value': 160860, 'land': 21570, 'improvements': 139290}, '2021': {'value': 175790, 'land': 38000, 'improvements': 137790}, '2022': {'value': 206650, 'land': 41800, 'improvements': 164850}, '2023': {'value': 234270, 'land': 50100, 'improvements': 184170}}","{'2019': {'total': 2188}, '2021': {'total': 2295}, '2022': {'total': 2309}, '2023': {'total': 1100}}",WOODLAKE PARK
"6907-Quail-Lk,-San-Antonio,-TX-78244",97,59,88,05080-502-0030,CB 5080E BLK 2 LOT 3 WOODLAKE PARK UT-1,0.0,1985.0,unknown,Single Family,"{'2017': {'value': 118500, 'land': 17260, 'improvements': 101240}, '2018': {'value': 119000, 'land': 17260, 'improvements': 101740}, '2019': {'value': 126100, 'land': 21570, 'improvements': 104530}, '2020': {'value': 136000, 'land': 21570, 'improvements': 114430}, '2021': {'value': 146000, 'land': 38000, 'improvements': 108000}, '2022': {'value': 173000, 'land': 41800, 'improvements': 131200}, '2023': {'value': 192400, 'land': 50100, 'improvements': 142300}}","{'2017': {'total': 2692}, '2018': {'total': 2719}, '2019': {'total': 2778}, '2020': {'total': 2883}, '2021': {'total': 3086}, '2022': {'total': 3583}, '2023': {'total': 3626}}",WOODLAKE PARK
"6906-Quail-Lk,-San-Antonio,-TX-78244",98,60,89,05080-504-0030,CB 5080E BLK 4 LOT 3 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 149710, 'land': 17420, 'improvements': 132290}, '2019': {'value': 158460, 'land': 21770, 'improvements': 136690}, '2020': {'value': 167220, 'land': 21770, 'improvements': 145450}, '2021': {'value': 182730, 'land': 39000, 'improvements': 143730}, '2022': {'value': 215030, 'land': 42900, 'improvements': 172130}, '2023': {'value': 243550, 'land': 51510, 'improvements': 192040}}","{'2019': {'total': 3163}, '2021': {'total': 3876}, '2022': {'total': 4451}, '2023': {'total': 2941}}",WOODLAKE PARK
"6905-Quail-Lk,-San-Antonio,-TX-78244",99,61,90,05080-502-0020,CB 5080E BLK 2 LOT 2 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 105688, 'land': 17260, 'improvements': 92320}, '2019': {'value': 116257, 'land': 21570, 'improvements': 95190}, '2020': {'value': 119000, 'land': 21570, 'improvements': 97430}, '2021': {'value': 130900, 'land': 38000, 'improvements': 99920}, '2022': {'value': 163240, 'land': 41800, 'improvements': 121440}, '2023': {'value': 185360, 'land': 50100, 'improvements': 135260}}","{'2019': {'total': 2234}, '2021': {'total': 2461}, '2022': {'total': 2397}, '2023': {'total': 1807}}",WOODLAKE PARK
"6903-Trail-Lk,-San-Antonio,-TX-78244",100,62,91,05080-501-0010,CB 5080E BLK 1 LOT 1 WOODLAKE PARK UT-1,1.0,1984.0,unknown,Single Family,"{'2018': {'value': 122190, 'land': 17790, 'improvements': 104400}, '2019': {'value': 129730, 'land': 22240, 'improvements': 107490}, '2020': {'value': 136530, 'land': 22240, 'improvements': 114290}, '2021': {'value': 150183, 'land': 40900, 'improvements': 112580}, '2022': {'value': 179940, 'land': 44980, 'improvements': 134960}, '2023': {'value': 204190, 'land': 53950, 'improvements': 150240}}","{'2019': {'total': 2872}, '2021': {'total': 2869}, '2022': {'total': 2824}, '2023': {'total': 2231}}",WOODLAKE PARK
"6911-Quail-Lk,-San-Antonio,-TX-78244",101,63,92,05080-502-0050,CB 5080E BLK 2 LOT 5 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 137480, 'land': 18030, 'improvements': 119450}, '2019': {'value': 146120, 'land': 22530, 'improvements': 123590}, '2020': {'value': 154040, 'land': 22530, 'improvements': 131510}, '2021': {'value': 171000, 'land': 42450, 'improvements': 128550}, '2022': {'value': 203650, 'land': 46670, 'improvements': 156980}, '2023': {'value': 219000, 'land': 55960, 'improvements': 163040}}","{'2019': {'total': 3233}, '2021': {'total': 3628}, '2022': {'total': 4216}, '2023': {'total': 4126}}",WOODLAKE PARK
"6910-Trail-Lk,-San-Antonio,-TX-78244",102,64,93,05080-502-0140,CB 5080E BLK 2 LOT 14 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 129018, 'land': 17610, 'improvements': 118470}, '2019': {'value': 141920, 'land': 22010, 'improvements': 122620}, '2020': {'value': 152490, 'land': 22010, 'improvements': 130480}, '2021': {'value': 167739, 'land': 39990, 'improvements': 129130}, '2022': {'value': 201580, 'land': 44050, 'improvements': 157530}, '2023': {'value': 228940, 'land': 52820, 'improvements': 176120}}","{'2019': {'total': 2579}, '2021': {'total': 2289}, '2022': {'total': 2299}, '2023': {'total': 1180}}",WOODLAKE PARK
"6913-Quail-Lk,-San-Antonio,-TX-78244",103,65,94,05080-502-0060,CB 5080E BLK 2 LOT 6 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 132440, 'land': 17960, 'improvements': 114480}, '2019': {'value': 140960, 'land': 22450, 'improvements': 118510}, '2020': {'value': 148560, 'land': 22450, 'improvements': 126110}, '2021': {'value': 163416, 'land': 42050, 'improvements': 124870}, '2022': {'value': 197720, 'land': 46270, 'improvements': 151450}, '2023': {'value': 224880, 'land': 55480, 'improvements': 169400}}","{'2019': {'total': 3119}, '2021': {'total': 3149}, '2022': {'total': 3114}, '2023': {'total': 2516}}",WOODLAKE PARK
"6910-Quail-Lk,-San-Antonio,-TX-78244",104,66,95,05080-504-0020,CB 5080E BLK 4 LOT 2 WOODLAKE PARK UT-1,1.0,1986.0,unknown,Single Family,"{'2018': {'value': 121385, 'land': 17380, 'improvements': 108930}, '2019': {'value': 134390, 'land': 21730, 'improvements': 112660}, '2020': {'value': 141620, 'land': 21730, 'improvements': 119890}, '2021': {'value': 155782, 'land': 38760, 'improvements': 118600}, '2022': {'value': 182890, 'land': 42690, 'improvements': 140200}, '2023': {'value': 195000, 'land': 51150, 'improvements': 143850}}","{'2019': {'total': 2633}, '2021': {'total': 2987}, '2022': {'total': 2950}, '2023': {'total': 2365}}",WOODLAKE PARK
"6909-Quail-Lk,-San-Antonio,-TX-78244",105,67,96,05080-502-0040,CB 5080E BLK 2 LOT 4 WOODLAKE PARK UT-1,0.0,1985.0,unknown,Single Family,"{'2018': {'value': 97009, 'land': 17410, 'improvements': 82930}, '2019': {'value': 106710, 'land': 21770, 'improvements': 85750}, '2020': {'value': 113020, 'land': 21770, 'improvements': 91250}, '2021': {'value': 124322, 'land': 38990, 'improvements': 90270}, '2022': {'value': 154140, 'land': 42890, 'improvements': 111250}, '2023': {'value': 175800, 'land': 51500, 'improvements': 124300}}","{'2019': {'total': 2023}, '2021': {'total': 2322}, '2022': {'total': 2253}, '2023': {'total': 1664}}",WOODLAKE PARK
"5303-Lakebend-East-Dr,-San-Antonio,-TX-78244",106,68,97,05080-506-0010,CB 5080E BLK 6 LOT 1 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 132384, 'land': 17260, 'improvements': 132240}, '2019': {'value': 145622, 'land': 21580, 'improvements': 136640}, '2020': {'value': 160184, 'land': 21580, 'improvements': 145400}, '2021': {'value': 176202, 'land': 38240, 'improvements': 143720}, '2022': {'value': 219000, 'land': 42080, 'improvements': 176920}, '2023': {'value': 247930, 'land': 50480, 'improvements': 197450}}",unknown,WOODLAKE PARK
"5418-Shadow-Lake-Dr,-San-Antonio,-TX-78244",107,69,98,05076-111-0010,CB 5076A BLK 11 LOT 1,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 123300, 'land': 18780, 'improvements': 104520}, '2019': {'value': 125000, 'land': 23480, 'improvements': 101520}, '2020': {'value': 148000, 'land': 23480, 'improvements': 124520}, '2022': {'value': 191000, 'land': 49670, 'improvements': 141330}, '2023': {'value': 216000, 'land': 59550, 'improvements': 156450}}","{'2019': {'total': 2767}, '2021': {'total': 3417}, '2022': {'total': 3955}, '2023': {'total': 4070}}",CONV A/S CODE
"5503-Lochmoor,-San-Antonio,-TX-78244",108,13,99,05080-214-0060,CB: 5080B BLK: 14 LOT: 6 WOODLAKE DUPLEX UNIT-1,0.0,1985.0,unknown,Duplex-Triplex,"{'2018': {'value': 139000, 'land': 34690, 'improvements': 104310}, '2019': {'value': 168000, 'land': 34690, 'improvements': 133310}, '2020': {'value': 174000, 'land': 34690, 'improvements': 139310}, '2021': {'value': 195000, 'land': 54090, 'improvements': 140910}, '2022': {'value': 204000, 'land': 59410, 'improvements': 144590}, '2023': {'value': 245910, 'land': 71230, 'improvements': 174680}}","{'2019': {'total': 3724}, '2021': {'total': 4144}, '2022': {'total': 4232}, '2023': {'total': 4229}}",CONV A/S CODE
"7006-Atherton,-San-Antonio,-TX-78244",109,0,0,Uknown,unknown,0.0,0.0,unknown,unknown,{},unknown,unknown
"5402-Park-Lk,-San-Antonio,-TX-78244",110,0,0,Uknown,unknown,0.0,0.0,unknown,unknown,{},unknown,unknown
"5318-Lake,-Golden,-San-Antonio,-TX-78244",111,70,100,05080-506-0120,CB 5080E BLK 6 LOT 12 WOODLAKE PARK UT-2,1.0,1987.0,unknown,Single Family,"{'2018': {'value': 150646, 'land': 23170, 'improvements': 133500}, '2019': {'value': 165711, 'land': 28960, 'improvements': 138120}, '2020': {'value': 175940, 'land': 28960, 'improvements': 146980}, '2022': {'value': 231000, 'land': 64740, 'improvements': 166260}, '2023': {'value': 275950, 'land': 77590, 'improvements': 198360}}","{'2019': {'total': 3323}, '2021': {'total': 4068}, '2022': {'total': 4081}, '2023': {'total': 3466}}",WOODLAKE PARK
"5511-Roanwood,-San-Antonio,-TX-78244",112,71,101,05080-217-0130,CB: 5080B BLK: 17 LOT: 13 WOODLAKE DUPLEX UNIT-1,0.0,2001.0,unknown,Single Family,"{'2018': {'value': 115000, 'land': 24310, 'improvements': 90690}, '2019': {'value': 126500, 'land': 24310, 'improvements': 105520}, '2020': {'value': 131360, 'land': 24310, 'improvements': 107050}, '2021': {'value': 144496, 'land': 38980, 'improvements': 107880}, '2022': {'value': 182710, 'land': 42870, 'improvements': 139840}, '2023': {'value': 203270, 'land': 51480, 'improvements': 151790}}","{'2019': {'total': 1969}, '2021': {'total': 2040}, '2022': {'total': 2041}, '2023': {'total': 708}}",CONV A/S CODE
"5315-Lakebend-East-Dr,-San-Antonio,-TX-78244",113,0,102,05080-506-0040,CB 5080E BLK 6 LOT 4 WOODLAKE PARK UT-1,1.0,1984.0,unknown,Single Family,"{'2018': {'value': 130394, 'land': 17200, 'improvements': 118740}, '2019': {'value': 143433, 'land': 21510, 'improvements': 122960}, '2020': {'value': 152350, 'land': 21510, 'improvements': 130840}, '2021': {'value': 167130, 'land': 37570, 'improvements': 129560}, '2022': {'value': 198560, 'land': 41300, 'improvements': 157260}, '2023': {'value': 225490, 'land': 49530, 'improvements': 175960}}","{'2019': {'total': 1835}, '2021': {'total': 1929}, '2022': {'total': 1939}, '2023': {'total': 986}}",WOODLAKE PARK
