id,location_id,sales_id,features_id,assessorID,legalDescription,ownerOccupied,yearBuilt,zoning,propertyType,taxAssessment,propertyTaxes,subdivision
"5307-Lakebend-East-Dr,-San-Antonio,-TX-78244",28,9,21,05080-506-0020,CB 5080E BLK 6 LOT 2 WOODLAKE PARK UT-1,1.0,1984.0,unknown,Single Family,"{'2018': {'value': 137941, 'land': 17200, 'improvements': 130280}, '2019': {'value': 151735, 'land': 21510, 'improvements': 134940}, '2020': {'value': 165100, 'land': 21510, 'improvements': 143590}, '2021': {'value': 179790, 'land': 37570, 'improvements': 142220}, '2022': {'value': 215390, 'land': 41300, 'improvements': 174090}, '2023': {'value': 215000, 'land': 49530, 'improvements': 165470}}","{'2019': {'total': 3015}, '2021': {'total': 3495}, '2022': {'total': 3475}, '2023': {'total': 2848}}",WOODLAKE PARK
"7024-Atherton,-San-Antonio,-TX-78244",29,0,0,Uknown,unknown,0.0,0.0,unknown,unknown,{},unknown,unknown
"5310-Lake,-Golden,-San-Antonio,-TX-78244",30,0,22,05080-506-0100,CB 5080E BLK 6 LOT 10 WOODLAKE PARK UT-2,1.0,1986.0,unknown,Single Family,"{'2018': {'value': 107000, 'land': 17430, 'improvements': 89570}, '2019': {'value': 117700, 'land': 21780, 'improvements': 97940}, '2020': {'value': 126000, 'land': 21780, 'improvements': 104220}, '2022': {'value': 168360, 'land': 43120, 'improvements': 125240}, '2023': {'value': 191930, 'land': 51730, 'improvements': 140200}}","{'2019': {'total': 1461}, '2021': {'total': 1543}, '2022': {'total': 1542}, '2023': {'total': 778}}",WOODLAKE PARK
"5327-Lakebend-East-Dr,-San-Antonio,-TX-78244",31,10,23,05080-506-0070,CB 5080E BLK 6 LOT 7 WOODLAKE PARK UT-1,1.0,1984.0,unknown,Single Family,"{'2018': {'value': 140840, 'land': 17530, 'improvements': 123310}, '2019': {'value': 149500, 'land': 21910, 'improvements': 127590}, '2020': {'value': 157680, 'land': 21910, 'improvements': 135770}, '2021': {'value': 173970, 'land': 39610, 'improvements': 134360}, '2022': {'value': 207320, 'land': 43610, 'improvements': 163710}, '2023': {'value': 235310, 'land': 52300, 'improvements': 183010}}","{'2019': {'total': 3307}, '2021': {'total': 3691}, '2022': {'total': 4292}, '2023': {'total': 4432}}",WOODLAKE PARK
"5515-Roanwood,-San-Antonio,-TX-78244",32,11,24,05080-217-0120,CB: 5080B BLK: 17 LOT: 12 WOODLAKE DUPLEX UNIT-1,1.0,2001.0,unknown,Single Family,"{'2018': {'value': 123607, 'land': 23630, 'improvements': 100910}, '2019': {'value': 132460, 'land': 23630, 'improvements': 108830}, '2020': {'value': 134040, 'land': 23630, 'improvements': 110410}, '2022': {'value': 183630, 'land': 39900, 'improvements': 143730}, '2023': {'value': 203740, 'land': 47880, 'improvements': 155860}}",unknown,CONV A/S CODE
"5508-Grand-Lake-Dr,-San-Antonio,-TX-78244",33,12,25,05076-103-0870,CB 5076A BLK 3 LOT 87,1.0,1973.0,unknown,Single Family,"{'2013': {'value': 72100, 'land': 18220, 'improvements': 53880}, '2014': {'value': 80540, 'land': 18220, 'improvements': 62320}, '2015': {'value': 87370, 'land': 18220, 'improvements': 69150}, '2016': {'value': 107230, 'land': 18220, 'improvements': 89010}, '2017': {'value': 111790, 'land': 18220, 'improvements': 93570}, '2018': {'value': 127850, 'land': 18220, 'improvements': 109630}, '2019': {'value': 136210, 'land': 22780, 'improvements': 113430}, '2020': {'value': 143480, 'land': 22780, 'improvements': 120700}, '2021': {'value': 162430, 'land': 43000, 'improvements': 119430}, '2022': {'value': 191370, 'land': 47230, 'improvements': 144140}, '2023': {'value': 217780, 'land': 56660, 'improvements': 161120}}","{'2013': {'total': 1654}, '2014': {'total': 1838}, '2015': {'total': 1989}, '2016': {'total': 2489}, '2017': {'total': 2539}, '2018': {'total': 2921}, '2019': {'total': 3001}, '2020': {'total': 3041}, '2021': {'total': 3433}, '2022': {'total': 3963}, '2023': {'total': 4103}}",CONV A/S CODE
"5523-Lochmoor,-Apt-1,-San-Antonio,-TX-78244",34,0,11,Uknown,unknown,0.0,1984.0,unknown,Duplex-Triplex,{},unknown,unknown
"5507-Lochmoor,-San-Antonio,-TX-78244",35,13,26,05080-214-0070,CB: 5080B BLK: 14 LOT: 7 WOODLAKE DUPLEX UNIT-1,0.0,1985.0,unknown,Duplex-Triplex,"{'2018': {'value': 126520, 'land': 26910, 'improvements': 99610}, '2019': {'value': 143000, 'land': 26910, 'improvements': 116090}, '2020': {'value': 147000, 'land': 26910, 'improvements': 120090}, '2021': {'value': 170000, 'land': 40870, 'improvements': 129130}, '2022': {'value': 177500, 'land': 44940, 'improvements': 132560}, '2023': {'value': 204680, 'land': 53890, 'improvements': 150790}}","{'2019': {'total': 3173}, '2021': {'total': 3616}, '2022': {'total': 3685}, '2023': {'total': 3572}}",CONV A/S CODE
"6831-Quail-Lk,-San-Antonio,-TX-78244",36,14,27,05080-507-0080,CB 5080E BLK 7 LOT 8 WOODLAKE PARK UT-2,0.0,1986.0,unknown,Single Family,"{'2018': {'value': 121250, 'land': 17160, 'improvements': 104090}, '2019': {'value': 128260, 'land': 21450, 'improvements': 107830}, '2020': {'value': 136190, 'land': 21450, 'improvements': 114740}, '2022': {'value': 178830, 'land': 41030, 'improvements': 137800}, '2023': {'value': 203490, 'land': 49240, 'improvements': 154250}}","{'2019': {'total': 2498}, '2021': {'total': 3205}, '2022': {'total': 3704}, '2023': {'total': 3835}}",WOODLAKE PARK
"5322-Shadow-Lake-Dr,-San-Antonio,-TX-78244",37,0,28,05076-111-0060,CB 5076A BLK 11 LOT 6,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 87714, 'land': 17860, 'improvements': 72500}, '2019': {'value': 88000, 'land': 22320, 'improvements': 65680}, '2020': {'value': 96800, 'land': 22320, 'improvements': 79930}, '2022': {'value': 143430, 'land': 45530, 'improvements': 97900}, '2023': {'value': 164220, 'land': 54610, 'improvements': 109610}}","{'2019': {'total': 668}, '2021': {'total': 741}, '2022': {'total': 727}, '2023': {'total': 476}}",CONV A/S CODE
"5307-Shadow-Lake-Dr,-San-Antonio,-TX-78244",38,15,29,05076-110-0160,CB 5076A BLK 10 LOT 16,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 120000, 'land': 20070, 'improvements': 99930}, '2019': {'value': 133950, 'land': 25090, 'improvements': 108860}, '2020': {'value': 140930, 'land': 25090, 'improvements': 115840}, '2022': {'value': 181730, 'land': 53140, 'improvements': 128590}, '2023': {'value': 207020, 'land': 63730, 'improvements': 143290}}","{'2019': {'total': 2965}, '2021': {'total': 3446}, '2022': {'total': 3764}}",CONV A/S CODE
"5403-Park-Lk,-San-Antonio,-TX-78244",39,0,30,05080-501-0120,CB 5080E BLK 1 LOT 12 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 146396, 'land': 22030, 'improvements': 130360}, '2019': {'value': 161036, 'land': 27530, 'improvements': 134490}, '2020': {'value': 170640, 'land': 27530, 'improvements': 143110}, '2021': {'value': 187704, 'land': 55770, 'improvements': 141700}, '2022': {'value': 228290, 'land': 61420, 'improvements': 166870}, '2023': {'value': 260220, 'land': 73560, 'improvements': 186660}}","{'2019': {'total': 1655}, '2021': {'total': 1761}, '2022': {'total': 1778}, '2023': {'total': 1026}}",WOODLAKE PARK
"5306-Shadow-Lake-Dr,-San-Antonio,-TX-78244",40,16,31,05076-111-0100,CB 5076A BLK 11 LOT 10,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 87318, 'land': 18020, 'improvements': 71890}, '2019': {'value': 96050, 'land': 22520, 'improvements': 74510}, '2020': {'value': 101800, 'land': 22520, 'improvements': 79280}, '2021': {'value': 120790, 'land': 42220, 'improvements': 78570}, '2022': {'value': 143790, 'land': 46470, 'improvements': 97320}, '2023': {'value': 164760, 'land': 55750, 'improvements': 109010}}","{'2019': {'total': 1788}, '2021': {'total': 2567}, '2022': {'total': 2981}, '2023': {'total': 3107}}",CONV A/S CODE
"5407-Park-Lk,-San-Antonio,-TX-78244",41,17,32,05080-501-0130,CB 5080E BLK 1 LOT 13 WOODLAKE PARK UT-1,1.0,1987.0,unknown,Single Family,"{'2018': {'value': 144093, 'land': 19320, 'improvements': 133690}, '2019': {'value': 158502, 'land': 24150, 'improvements': 138390}, '2020': {'value': 171410, 'land': 24150, 'improvements': 147260}, '2021': {'value': 188551, 'land': 46820, 'improvements': 145790}, '2022': {'value': 223490, 'land': 51450, 'improvements': 172040}, '2023': {'value': 257830, 'land': 61710, 'improvements': 196120}}","{'2019': {'total': 3164}, '2021': {'total': 3680}, '2022': {'total': 3669}, '2023': {'total': 3063}}",WOODLAKE PARK
"5414-Shadow-Lake-Dr,-San-Antonio,-TX-78244",42,18,33,05076-111-0020,CB 5076A BLK 11 LOT 2,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 106326, 'land': 14060, 'improvements': 96520}, '2019': {'value': 116590, 'land': 17570, 'improvements': 99020}, '2020': {'value': 126630, 'land': 17570, 'improvements': 109060}, '2021': {'value': 139293, 'land': 35580, 'improvements': 106950}, '2022': {'value': 155030, 'land': 39160, 'improvements': 115870}, '2023': {'value': 175460, 'land': 46920, 'improvements': 128540}}","{'2019': {'total': 2241}, '2021': {'total': 2639}, '2022': {'total': 2592}, '2023': {'total': 2005}}",CONV A/S CODE
"5414-Lake-Grove-Dr,-San-Antonio,-TX-78244",43,19,34,05076-110-0040,CB 5076A BLK 10 LOT 4,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 108580, 'land': 18910, 'improvements': 89670}, '2019': {'value': 116350, 'land': 23640, 'improvements': 92710}, '2020': {'value': 122300, 'land': 23640, 'improvements': 98660}, '2021': {'value': 159240, 'land': 45540, 'improvements': 113700}, '2022': {'value': 187020, 'land': 50090, 'improvements': 136930}, '2023': {'value': 212940, 'land': 60000, 'improvements': 152940}}","{'2019': {'total': 2577}, '2021': {'total': 3060}, '2022': {'total': 3026}, '2023': {'total': 2430}}",CONV A/S CODE
"5526-Grand-Lake-Dr,-San-Antonio,-TX-78244",44,20,35,05076-103-0820,CB 5076A BLK 3 LOT 82,1.0,1976.0,unknown,Single Family,"{'2013': {'value': 86010, 'land': 17460, 'improvements': 68550}, '2014': {'value': 94611, 'land': None, 'improvements': None}, '2015': {'value': 104072, 'land': None, 'improvements': None}, '2016': {'value': 113190, 'land': 17460, 'improvements': 95730}, '2017': {'value': 117680, 'land': 17460, 'improvements': 100220}, '2018': {'value': 129448, 'land': None, 'improvements': None}, '2019': {'value': 142393, 'land': None, 'improvements': None}, '2020': {'value': 151460, 'land': 21830, 'improvements': 129630}, '2021': {'value': 166606, 'land': None, 'improvements': None}, '2022': {'value': 201620, 'land': 43410, 'improvements': 158210}, '2023': {'value': 229510, 'land': 52030, 'improvements': 177480}}","{'2013': {'total': 1973}, '2014': {'total': 2159}, '2015': {'total': 2369}, '2016': {'total': 2627}, '2017': {'total': 2673}, '2018': {'total': 2957}, '2019': {'total': 3137}, '2020': {'total': 3210}, '2021': {'total': 3521}, '2022': {'total': 4174}, '2023': {'total': 4323}}",CONV A/S CODE
"5410-Lake-Grove-Dr,-San-Antonio,-TX-78244",45,0,36,05076-110-0030,CB 5076A BLK 10 LOT 3,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 100100, 'land': 18080, 'improvements': 82020}, '2019': {'value': 107460, 'land': 22610, 'improvements': 84850}, '2020': {'value': 112900, 'land': 22610, 'improvements': 90290}, '2022': {'value': 156970, 'land': 46990, 'improvements': 109980}, '2023': {'value': 179270, 'land': 56320, 'improvements': 122950}}","{'2019': {'total': 2381}, '2021': {'total': 2805}, '2022': {'total': 3253}, '2023': {'total': 1052}}",CONV A/S CODE
"5527-Lochmoor,-San-Antonio,-TX-78244",46,21,37,05080-214-0360,CB 5080B BLK 14 LOT 36 WOODLAKE DUPLEX UT-1,0.0,1984.0,unknown,Duplex-Triplex,"{'2018': {'value': 195000, 'land': 29000, 'improvements': 166000}, '2019': {'value': 225000, 'land': 29000, 'improvements': 196000}, '2020': {'value': 234000, 'land': 29000, 'improvements': 205000}, '2021': {'value': 264000, 'land': 44850, 'improvements': 219150}, '2022': {'value': 285000, 'land': 49320, 'improvements': 235680}, '2023': {'value': 304000, 'land': 59130, 'improvements': 244870}}","{'2019': {'total': 4980}, '2021': {'total': 5603}, '2022': {'total': 5904}, '2023': {'total': 5731}}",CONV A/S CODE
"6830-Blue-Lake-Dr,-San-Antonio,-TX-78244",47,0,38,05076-110-0070,CB 5076A BLK 10 LOT 7,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 90574, 'land': 17360, 'improvements': 76130}, '2019': {'value': 100410, 'land': 21700, 'improvements': 78710}, '2020': {'value': 105450, 'land': 21700, 'improvements': 83750}, '2021': {'value': 121340, 'land': 38540, 'improvements': 82800}, '2022': {'value': 138000, 'land': 42440, 'improvements': 95560}, '2023': {'value': 165390, 'land': 50890, 'improvements': 114500}}","{'2019': {'total': 2226}, '2021': {'total': 2578}, '2022': {'total': 2861}, '2023': {'total': 2886}}",CONV A/S CODE
"6826-Blue-Lake-Dr,-San-Antonio,-TX-78244",48,0,39,05076-110-0060,CB 5076A BLK 10 LOT 6,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 68002, 'land': 19070, 'improvements': 51470}, '2019': {'value': 74802, 'land': 23840, 'improvements': 59020}, '2020': {'value': 82282, 'land': 23840, 'improvements': 62800}, '2022': {'value': 131590, 'land': 50580, 'improvements': 81010}, '2023': {'value': 150950, 'land': 60680, 'improvements': 90270}}","{'2019': {'total': 287}, '2021': {'total': 349}, '2022': {'total': 329}, '2023': {'total': 347}}",CONV A/S CODE
"6834-Blue-Lake-Dr,-San-Antonio,-TX-78244",49,22,40,05076-110-0080,CB 5076A BLK 10 LOT 8,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 97559, 'land': 17360, 'improvements': 83580}, '2019': {'value': 107315, 'land': 21700, 'improvements': 86490}, '2020': {'value': 113730, 'land': 21700, 'improvements': 92030}, '2021': {'value': 125103, 'land': 38540, 'improvements': 91100}, '2022': {'value': 154830, 'land': 42440, 'improvements': 112390}, '2023': {'value': 176580, 'land': 50890, 'improvements': 125690}}","{'2019': {'total': 1340}, '2021': {'total': 1410}, '2022': {'total': 1404}, '2023': {'total': 697}}",CONV A/S CODE
"5602-Crater-Lake-Dr,-San-Antonio,-TX-78244",50,0,41,05076-103-0260,CB 5076A BLK 3 LOT 26,1.0,1974.0,unknown,Single Family,"{'2018': {'value': 124058, 'land': 16850, 'improvements': 112400}, '2019': {'value': 136464, 'land': 21060, 'improvements': 116390}, '2020': {'value': 144910, 'land': 21060, 'improvements': 123850}, '2022': {'value': 190350, 'land': 39240, 'improvements': 151110}, '2023': {'value': 216110, 'land': 47070, 'improvements': 169040}}","{'2019': {'total': 2179}, '2021': {'total': 2266}, '2022': {'total': 2266}, '2023': {'total': 1046}}",CONV A/S CODE
"6847-Blue-Lake-Dr,-San-Antonio,-TX-78244",51,23,42,05076-108-0140,CB 5076A BLK 8 LOT 14,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 111705, 'land': 18680, 'improvements': 97090}, '2019': {'value': 102000, 'land': 23350, 'improvements': 78650}, '2020': {'value': 122000, 'land': 23350, 'improvements': 98650}, '2022': {'value': 176000, 'land': 49100, 'improvements': 126900}, '2023': {'value': 199000, 'land': 58920, 'improvements': 140080}}","{'2019': {'total': 2261}, '2021': {'total': 3100}, '2022': {'total': 3645}, '2023': {'total': 3750}}",CONV A/S CODE
"6838-Blue-Lake-Dr,-San-Antonio,-TX-78244",52,24,43,05076-110-0090,CB 5076A BLK 10 LOT 9,0.0,1972.0,unknown,Single Family,"{'2018': {'value': 124400, 'land': 17360, 'improvements': 107040}, '2019': {'value': 132830, 'land': 21700, 'improvements': 111130}, '2020': {'value': 139960, 'land': 21700, 'improvements': 118260}, '2021': {'value': 153956, 'land': 38540, 'improvements': 117430}, '2022': {'value': 188750, 'land': 42440, 'improvements': 146310}, '2023': {'value': 215180, 'land': 50890, 'improvements': 164290}}","{'2019': {'total': 2599}, '2021': {'total': 2949}, '2022': {'total': 2905}}",CONV A/S CODE
"6842-Blue-Lake-Dr,-San-Antonio,-TX-78244",53,25,44,05076-110-0100,CB 5076A BLK 10 LOT 10,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 112310, 'land': 19320, 'improvements': 92990}, '2019': {'value': 120220, 'land': 24150, 'improvements': 96070}, '2020': {'value': 126370, 'land': 24150, 'improvements': 102220}, '2022': {'value': 175200, 'land': 51330, 'improvements': 123870}, '2023': {'value': 199700, 'land': 61480, 'improvements': 138220}}","{'2019': {'total': 2662}, '2021': {'total': 3135}, '2022': {'total': 3629}, '2023': {'total': 3763}}",CONV A/S CODE
"6901-Twin-Lake-Dr,-San-Antonio,-TX-78244",54,26,45,05076-105-0180,CB 5076A BLK 5 LOT 18,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 107536, 'land': 18650, 'improvements': 92690}, '2019': {'value': 118290, 'land': 23310, 'improvements': 95910}, '2020': {'value': 125370, 'land': 23310, 'improvements': 102060}, '2022': {'value': 173770, 'land': 49050, 'improvements': 124720}, '2023': {'value': 198180, 'land': 58720, 'improvements': 139460}}","{'2019': {'total': 2278}, '2021': {'total': 2609}, '2022': {'total': 2550}, '2023': {'total': 1956}}",CONV A/S CODE
"6839-Twin-Lake-Dr,-San-Antonio,-TX-78244",55,27,46,05076-107-0350,CB 5076A BLK 7 LOT 35,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 137960, 'land': 18740, 'improvements': 119220}, '2019': {'value': 147280, 'land': 23430, 'improvements': 123850}, '2020': {'value': 155220, 'land': 23430, 'improvements': 131790}, '2021': {'value': 175740, 'land': 44880, 'improvements': 130860}, '2022': {'value': 212550, 'land': 49370, 'improvements': 163180}, '2023': {'value': 242460, 'land': 59220, 'improvements': 183240}}","{'2019': {'total': 3258}, '2021': {'total': 3728}, '2022': {'total': 3804}, '2023': {'total': 3180}}",CONV A/S CODE
"6915-Indian-Lake-Dr,-San-Antonio,-TX-78244",56,28,47,05076-103-0790,CB 5076A BLK 3 LOT 79,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 134002, 'land': 18020, 'improvements': 121610}, '2019': {'value': 147402, 'land': 22520, 'improvements': 125860}, '2020': {'value': 156450, 'land': 22520, 'improvements': 133930}, '2021': {'value': 172095, 'land': 42120, 'improvements': 132560}, '2022': {'value': 211450, 'land': 46350, 'improvements': 165100}, '2023': {'value': 240190, 'land': 55590, 'improvements': 184600}}","{'2019': {'total': 2920}, '2021': {'total': 3332}, '2022': {'total': 3303}, '2023': {'total': 2702}}",CONV A/S CODE
"6910-Twin-Lake-Dr,-San-Antonio,-TX-78244",57,29,48,05076-103-0910,CB 5076A BLK 3 LOT 91,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 129294, 'land': 18770, 'improvements': 115710}, '2019': {'value': 134480, 'land': 23470, 'improvements': 111010}, '2020': {'value': 147928, 'land': 23470, 'improvements': 132160}, '2021': {'value': 162721, 'land': 45400, 'improvements': 129720}, '2022': {'value': 193190, 'land': 49910, 'improvements': 143280}, '2023': {'value': 218940, 'land': 59840, 'improvements': 159100}}","{'2019': {'total': 2287}, '2021': {'total': 2399}, '2022': {'total': 2407}, '2023': {'total': 1268}}",CONV A/S CODE
"6903-Twin-Lake-Dr,-San-Antonio,-TX-78244",58,0,49,05076-105-0170,CB 5076A BLK 5 LOT 17,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 108141, 'land': 18550, 'improvements': 93450}, '2019': {'value': 118955, 'land': 23190, 'improvements': 96610}, '2020': {'value': 125990, 'land': 23190, 'improvements': 102800}, '2021': {'value': 138589, 'land': 44130, 'improvements': 101660}, '2022': {'value': 158000, 'land': 48620, 'improvements': 109380}, '2023': {'value': 197750, 'land': 58270, 'improvements': 139480}}","{'2019': {'total': 2293}, '2021': {'total': 2624}, '2022': {'total': 2186}, '2023': {'total': 1360}}",CONV A/S CODE
"6915-Trail-Lk,-San-Antonio,-TX-78244",59,0,50,05080-501-0040,CB 5080E BLK 1 LOT 4 WOODLAKE PARK UT-1,1.0,1984.0,unknown,Single Family,"{'2018': {'value': 138037, 'land': 17260, 'improvements': 130280}, '2019': {'value': 151841, 'land': 21570, 'improvements': 134940}, '2020': {'value': 165160, 'land': 21570, 'improvements': 143590}, '2021': {'value': 180220, 'land': 38000, 'improvements': 142220}, '2022': {'value': 215890, 'land': 41800, 'improvements': 174090}, '2023': {'value': 244920, 'land': 50100, 'improvements': 194820}}","{'2019': {'total': 2075}, '2021': {'total': 2187}, '2022': {'total': 2202}, '2023': {'total': 1083}}",WOODLAKE PARK
"6906-Indian-Lake-Dr,-San-Antonio,-TX-78244",60,0,51,05076-105-0120,CB 5076A BLK 5 LOT 12,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 129800, 'land': 18680, 'improvements': 116370}, '2019': {'value': 142780, 'land': 23360, 'improvements': 120540}, '2020': {'value': 151630, 'land': 23360, 'improvements': 128270}, '2022': {'value': 207960, 'land': 49100, 'improvements': 158860}, '2023': {'value': 236700, 'land': 58920, 'improvements': 177780}}",unknown,CONV A/S CODE
"6930-Trail-Lk,-San-Antonio,-TX-78244",61,0,52,05080-502-0090,CB 5080E BLK 2 LOT 9 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 115731, 'land': 17530, 'improvements': 102730}, '2019': {'value': 127304, 'land': 21920, 'improvements': 106140}, '2020': {'value': 134870, 'land': 21920, 'improvements': 112950}, '2021': {'value': 148357, 'land': 39790, 'improvements': 111640}, '2022': {'value': 178200, 'land': 43830, 'improvements': 134370}, '2023': {'value': 202510, 'land': 52530, 'improvements': 149980}}",{'2019': {'total': 62}},WOODLAKE PARK
"6927-Trail-Lk,-San-Antonio,-TX-78244",62,30,53,05080-501-0080,CB 5080E BLK 1 LOT 8 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 135550, 'land': 17750, 'improvements': 117800}, '2019': {'value': 144260, 'land': 22190, 'improvements': 122070}, '2020': {'value': 152090, 'land': 22190, 'improvements': 129900}, '2021': {'value': 169430, 'land': 40690, 'improvements': 128740}, '2022': {'value': 202530, 'land': 44730, 'improvements': 157800}, '2023': {'value': 230400, 'land': 53680, 'improvements': 176720}}","{'2019': {'total': 3192}, '2021': {'total': 3595}, '2022': {'total': 2621}, '2023': {'total': 1564}}",WOODLAKE PARK
"6925-Trail-Lk,-San-Antonio,-TX-78244",63,31,54,05080-501-0070,CB 5080E BLK 1 LOT 7 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 115610, 'land': 17390, 'improvements': 98220}, '2019': {'value': 123390, 'land': 21740, 'improvements': 101650}, '2020': {'value': 129910, 'land': 21740, 'improvements': 108170}, '2021': {'value': 146230, 'land': 39180, 'improvements': 107050}, '2022': {'value': 172650, 'land': 43110, 'improvements': 129540}, '2023': {'value': 196540, 'land': 51700, 'improvements': 144840}}","{'2019': {'total': 2732}, '2021': {'total': 3104}, '2022': {'total': 3576}, '2023': {'total': 2390}}",WOODLAKE PARK
"6931-Trail-Lk,-San-Antonio,-TX-78244",64,32,55,05080-501-0100,CB 5080E BLK 1 LOT 10 WOODLAKE PARK UT-1,1.0,1985.0,unknown,Single Family,"{'2018': {'value': 106000, 'land': 19220, 'improvements': 86780}, '2019': {'value': 114200, 'land': 24030, 'improvements': 90170}, '2020': {'value': 120060, 'land': 24030, 'improvements': 96030}, '2021': {'value': 141450, 'land': 46380, 'improvements': 95070}, '2022': {'value': 168520, 'land': 50970, 'improvements': 117550}, '2023': {'value': 192550, 'land': 61100, 'improvements': 131450}}","{'2019': {'total': 2529}, '2021': {'total': 3003}, '2022': {'total': 3491}, '2023': {'total': 3629}}",WOODLAKE PARK
"6926-Trail-Lk,-San-Antonio,-TX-78244",65,33,56,05080-502-0100,CB 5080E BLK 2 LOT 10 WOODLAKE PARK UT-1,0.0,1985.0,unknown,Single Family,"{'2018': {'value': 114000, 'land': 17370, 'improvements': 96630}, '2019': {'value': 119000, 'land': 21720, 'improvements': 97280}, '2020': {'value': 121000, 'land': 21720, 'improvements': 99280}, '2021': {'value': 142000, 'land': 39140, 'improvements': 102860}, '2022': {'value': 160000, 'land': 43060, 'improvements': 116940}, '2023': {'value': 188000, 'land': 51650, 'improvements': 136350}}","{'2019': {'total': 2635}, '2021': {'total': 3015}, '2022': {'total': 3315}, '2023': {'total': 3544}}",WOODLAKE PARK
"6823-Twin-Lake-Dr,-San-Antonio,-TX-78244",66,34,57,05076-107-0390,CB 5076A BLK 7 LOT 39,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 136180, 'land': 18480, 'improvements': 123380}, '2019': {'value': 150910, 'land': 23100, 'improvements': 127810}, '2020': {'value': 159100, 'land': 23100, 'improvements': 136000}, '2021': {'value': 175010, 'land': 43890, 'improvements': 134750}, '2022': {'value': 216610, 'land': 48320, 'improvements': 168290}, '2023': {'value': 246340, 'land': 57940, 'improvements': 188400}}","{'2019': {'total': 3338}, '2021': {'total': 3394}, '2022': {'total': 3366}, '2023': {'total': 2764}}",CONV A/S CODE
"6826-Indian-Lake-Dr,-San-Antonio,-TX-78244",67,35,58,05076-107-0310,CB 5076A BLK 7 LOT 31,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 108735, 'land': 18480, 'improvements': 94170}, '2019': {'value': 119609, 'land': 23100, 'improvements': 97530}, '2020': {'value': 126880, 'land': 23100, 'improvements': 103780}, '2021': {'value': 139568, 'land': 43890, 'improvements': 102780}, '2022': {'value': 175330, 'land': 48320, 'improvements': 127010}, '2023': {'value': 200060, 'land': 57940, 'improvements': 142120}}",unknown,CONV A/S CODE
"5501-Grand-Lake-Dr,-San-Antonio,-TX-78244",68,36,59,05076-103-0510,CB 5076A BLK 3 LOT 51,1.0,1973.0,unknown,Single Family,"{'2018': {'value': 129170, 'land': 19850, 'improvements': 109320}, '2019': {'value': 138000, 'land': 24810, 'improvements': 113190}, '2020': {'value': 145260, 'land': 24810, 'improvements': 120450}, '2021': {'value': 166910, 'land': 47640, 'improvements': 119270}, '2022': {'value': 197060, 'land': 52410, 'improvements': 144650}, '2023': {'value': 224670, 'land': 62810, 'improvements': 161860}}","{'2019': {'total': 3054}, '2021': {'total': 3542}, '2022': {'total': 4080}, '2023': {'total': 3957}}",CONV A/S CODE
"6827-Twin-Lake-Dr,-San-Antonio,-TX-78244",69,37,60,05076-107-0380,CB 5076A BLK 7 LOT 38,1.0,1972.0,unknown,Single Family,"{'2018': {'value': 118195, 'land': 18480, 'improvements': 104230}, '2019': {'value': 130970, 'land': 23100, 'improvements': 107870}, '2020': {'value': 137890, 'land': 23100, 'improvements': 114790}, '2022': {'value': 205520, 'land': 48320, 'improvements': 157200}, '2023': {'value': 234020, 'land': 57940, 'improvements': 176080}}","{'2019': {'total': 2899}, '2021': {'total': 3343}, '2022': {'total': 4255}, '2023': {'total': 4408}}",CONV A/S CODE
"5522-Grand-Lake-Dr,-San-Antonio,-TX-78244",70,38,61,05076-103-0830,CB 5076A BLK 3 LOT 83,1.0,1974.0,unknown,Single Family,"{'2018': {'value': 127501, 'land': 17530, 'improvements': 115270}, '2019': {'value': 140251, 'land': 21920, 'improvements': 119430}, '2020': {'value': 149010, 'land': 21920, 'improvements': 127090}, '2021': {'value': 163911, 'land': 39800, 'improvements': 125890}, '2022': {'value': 201350, 'land': 43840, 'improvements': 157510}, '2023': {'value': 228850, 'land': 52530, 'improvements': 176320}}","{'2019': {'total': 1188}, '2021': {'total': 1281}, '2022': {'total': 1290}, '2023': {'total': 842}}",CONV A/S CODE
