sales_id,lastSalePrice,lastSaleDate
121,0.0,2022-09-23T00:00:00.000Z
122,0.0,2000-06-01T00:00:00.000Z
123,0.0,2019-06-07T00:00:00.000Z
124,0.0,2021-07-01T00:00:00.000Z
125,66000.0,2022-08-17T00:00:00.000Z
126,0.0,2019-07-05T00:00:00.000Z
127,0.0,2003-06-11T00:00:00.000Z
128,0.0,2019-12-06T00:00:00.000Z
129,0.0,2018-12-03T00:00:00.000Z
130,0.0,2013-08-20T00:00:00.000Z
131,0.0,2013-05-31T00:00:00.000Z
132,0.0,1994-06-01T00:00:00.000Z
133,0.0,2022-06-22T00:00:00.000Z
134,0.0,2022-01-19T00:00:00.000Z
135,0.0,2019-09-16T00:00:00.000Z
136,0.0,2009-02-17T00:00:00.000Z
137,0.0,2001-03-13T00:00:00.000Z
138,0.0,1973-03-14T00:00:00.000Z
139,0.0,2023-12-12T00:00:00.000Z
140,0.0,2018-11-08T00:00:00.000Z
141,0.0,1998-03-06T00:00:00.000Z
142,192000.0,2018-11-09T00:00:00.000Z
143,0.0,1995-08-09T00:00:00.000Z
144,0.0,2017-08-17T00:00:00.000Z
145,0.0,1993-03-02T00:00:00.000Z
146,0.0,2019-10-23T00:00:00.000Z
147,0.0,2019-01-01T00:00:00.000Z
148,0.0,2018-05-02T00:00:00.000Z
149,0.0,2022-05-17T00:00:00.000Z
150,0.0,2018-09-21T00:00:00.000Z
151,0.0,2015-01-26T00:00:00.000Z
152,0.0,1998-03-31T00:00:00.000Z
153,0.0,1992-04-30T00:00:00.000Z
154,0.0,2008-06-18T00:00:00.000Z
155,0.0,2010-06-11T00:00:00.000Z
156,0.0,1989-12-27T00:00:00.000Z
157,0.0,2000-11-13T00:00:00.000Z
158,0.0,2021-04-08T00:00:00.000Z
159,0.0,1994-10-04T00:00:00.000Z
160,0.0,2012-06-15T00:00:00.000Z
161,0.0,2006-12-18T00:00:00.000Z
162,0.0,2022-02-16T00:00:00.000Z
163,0.0,2021-10-08T00:00:00.000Z
164,0.0,2021-08-27T00:00:00.000Z
165,0.0,2005-12-28T00:00:00.000Z
166,0.0,2008-09-18T00:00:00.000Z
167,0.0,2009-01-14T00:00:00.000Z
168,0.0,2008-05-21T00:00:00.000Z
169,0.0,2015-03-06T00:00:00.000Z
170,0.0,2014-04-28T00:00:00.000Z
171,0.0,2011-03-02T00:00:00.000Z
172,0.0,1996-12-17T00:00:00.000Z
173,0.0,2021-01-19T00:00:00.000Z
174,0.0,2008-10-16T00:00:00.000Z
175,0.0,2006-12-21T00:00:00.000Z
176,0.0,1999-10-15T00:00:00.000Z
177,0.0,2007-07-13T00:00:00.000Z
178,0.0,2006-09-29T00:00:00.000Z
179,0.0,2002-10-03T00:00:00.000Z
180,0.0,2002-03-29T00:00:00.000Z
181,0.0,1996-03-25T00:00:00.000Z
182,0.0,1994-05-26T00:00:00.000Z
183,0.0,1997-03-27T00:00:00.000Z
184,0.0,2014-10-28T00:00:00.000Z
185,0.0,2019-08-28T00:00:00.000Z
186,0.0,2019-12-02T00:00:00.000Z
187,0.0,2020-11-16T00:00:00.000Z
188,0.0,2020-01-13T00:00:00.000Z
189,0.0,2023-05-31T00:00:00.000Z
190,0.0,2007-05-11T00:00:00.000Z
191,0.0,2001-08-01T00:00:00.000Z
192,0.0,1991-08-30T00:00:00.000Z
193,0.0,2012-08-24T00:00:00.000Z
194,0.0,2007-12-26T00:00:00.000Z
195,0.0,2002-05-16T00:00:00.000Z
196,0.0,1992-12-09T00:00:00.000Z
197,0.0,2003-12-22T00:00:00.000Z
198,0.0,2007-10-02T00:00:00.000Z
199,0.0,2008-03-03T00:00:00.000Z
200,0.0,1992-09-30T00:00:00.000Z
201,0.0,2009-10-16T00:00:00.000Z
202,0.0,2004-05-11T00:00:00.000Z
203,0.0,2005-03-22T00:00:00.000Z
204,0.0,1992-02-04T00:00:00.000Z
205,0.0,2007-10-25T00:00:00.000Z
206,0.0,1994-11-03T00:00:00.000Z
207,0.0,1998-10-01T00:00:00.000Z
208,0.0,1991-07-19T00:00:00.000Z
209,0.0,2011-08-16T00:00:00.000Z
210,0.0,2005-07-27T00:00:00.000Z
211,0.0,1995-11-06T00:00:00.000Z
212,0.0,2001-01-23T00:00:00.000Z
213,0.0,1993-02-17T00:00:00.000Z
214,0.0,2007-05-03T00:00:00.000Z
215,0.0,2008-11-24T00:00:00.000Z
216,0.0,2011-11-18T00:00:00.000Z
217,0.0,1994-04-29T00:00:00.000Z
218,0.0,2000-06-29T00:00:00.000Z
219,0.0,2005-09-07T00:00:00.000Z
220,0.0,2017-09-01T00:00:00.000Z
221,0.0,2005-05-06T00:00:00.000Z
222,0.0,1997-11-05T00:00:00.000Z
223,0.0,2021-06-28T00:00:00.000Z
224,0.0,1994-04-15T00:00:00.000Z
225,0.0,1999-11-22T00:00:00.000Z
226,0.0,1991-08-26T00:00:00.000Z
227,0.0,2008-08-22T00:00:00.000Z
228,0.0,1993-05-25T00:00:00.000Z
229,0.0,2005-01-28T00:00:00.000Z
230,0.0,2007-06-25T00:00:00.000Z
231,0.0,2015-01-21T00:00:00.000Z
232,0.0,2023-04-14T00:00:00.000Z
233,0.0,2013-12-04T00:00:00.000Z
234,0.0,1996-05-09T00:00:00.000Z
235,0.0,1998-03-27T00:00:00.000Z
236,0.0,1990-03-30T00:00:00.000Z
237,0.0,1996-03-28T00:00:00.000Z
238,0.0,2006-07-07T00:00:00.000Z
239,0.0,1988-07-20T00:00:00.000Z
240,0.0,2018-07-02T00:00:00.000Z
241,0.0,2015-11-17T00:00:00.000Z
242,0.0,2012-12-17T00:00:00.000Z
243,0.0,2020-12-23T00:00:00.000Z
244,0.0,2021-08-03T00:00:00.000Z
245,0.0,2010-12-16T00:00:00.000Z
246,0.0,2019-01-29T00:00:00.000Z
247,0.0,2003-02-21T00:00:00.000Z
248,0.0,2019-02-20T00:00:00.000Z
249,0.0,2018-03-16T00:00:00.000Z
250,0.0,2003-10-03T00:00:00.000Z
251,0.0,2019-06-21T00:00:00.000Z
252,0.0,2011-10-28T00:00:00.000Z
253,0.0,2012-12-18T00:00:00.000Z
254,0.0,2013-06-12T00:00:00.000Z
255,0.0,2016-05-03T00:00:00.000Z
256,0.0,2010-09-10T00:00:00.000Z
257,0.0,2005-08-24T00:00:00.000Z
